key_G#,track_name,artist_count_2,key_A,artist_count_6,artist_count_3,valence_%,in_apple_charts,cover_url,key_G,released_month,release_3,release_2,release_1,streams,artist_count_7,key_A#,mode_Major,key_C#,in_apple_playlists,in_spotify_playlists,key_B,party_val,mode_Minor,in_shazam_charts,released_day,danceability_%,artist_count_4,released_year,artist_count_1,artist_count_8,instrumentalness_%,acousticness_%,key_not provided,season_3,bpm,key_F#,artist(s)_name,speechiness_%,energy_%,in_spotify_charts,in_deezer_playlists,liveness_%,key_E,concert_val,in_deezer_charts,key_D#,key_F,artist_count_5,season_2,season_1,key_D
1.0,Malas Decisiones,0.0,0.0,0.0,0.0,64,-0.9726046761532495,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8,0.0,10,0,0,1,-0.6378463354541711,0.0,0.0,0.0,0.0,-0.5080165658747248,-0.5818318550520282,0.0,1.187298241163036,1.0,-0.3819607383508474,26,81,0.0,2022,1.0,0.0,0,5,0.0,1,-0.4142361548111614,0.0,Kenia OS,3,79,-0.5084589091632272,-0.31741562577628274,31,0.0,-0.5266972528596598,-0.4285213251221422,0.0,0.0,0.0,0,0,0.0
0.0,Softcore,0.0,0.0,0.0,0.0,36,0.9926118061869262,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,0.0,3,0,1,0,0.14759211071782313,0.0,0.0,1.0,0.0,-0.3928633710194349,-0.1736018637547424,0.0,-0.7048372043842972,0.0,-0.1825837290976911,9,57,0.0,2018,1.0,0.0,0,5,0.0,0,-0.9777314909105551,0.0,The Neighbourhood,3,58,-0.019586986712318864,-0.2575669869266459,15,0.0,-1.0589110900332082,-0.4285213251221422,0.0,0.0,0.0,0,1,1.0
0.0,Lï¿½ï¿½ï¿,0.0,0.0,0.0,0.0,58,1.3856551026549613,Not Found,0.0,1,0,0,1,-0.7217911589420246,0.0,0.0,0.0,0.0,-0.300740815135203,-0.4028340938165369,0.0,-0.8797221706379496,1.0,-0.3686689377339703,9,56,0.0,2022,1.0,0.0,0,35,0.0,0,-1.1890422419478277,0.0,Stromae,11,55,-0.6062332936534088,-0.007366427291358579,23,0.0,0.4712036918407434,-0.4285213251221422,0.0,0.0,0.0,0,1,1.0
0.0,Set Fire to the Rain,0.0,0.0,0.0,0.0,47,1.1891334544209438,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,0.0,1,1,0,0,1.1460462955432071,0.0,0.0,0.0,0.0,0.24047920068465953,1.1202654096902818,0.0,-0.10297755014008217,1.0,3.067261521728756,1,61,0.0,2011,1.0,0.0,0,0,0.0,0,-0.4846730718235856,0.0,Adele,3,68,1.495915972885497,1.4630813800004132,13,0.0,-1.2917546437966356,0.35282444433709315,0.0,0.0,0.0,0,1,1.0
0.0,Unholy (feat. Kim Petras),1.0,0.0,0.0,0.0,24,1.1105247951273367,https://i.scdn.co/image/ab67616d0000b273a935e4689f15953311772cc4,0.0,9,0,0,1,1.2647861786955055,0.0,0.0,1.0,0.0,1.7144400948323701,0.3813751200088804,0.0,-0.5261411727774893,0.0,0.6415079091486882,22,71,0.0,2022,0.0,0.0,0,1,0.0,1,0.3253514738192929,0.0,"Sam Smith, Kim Petras",9,47,1.447028780640406,-0.05973398628479081,27,0.0,-0.5932239825063533,3.6344766760658813,0.0,0.0,0.0,0,0,1.0
1.0,OUT OUT (feat. Charli XCX & Saweetie),0.0,0.0,0.0,0.0,79,-0.7957351927426337,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,0.0,8,0,1,0,-0.15748500835385845,0.0,0.0,0.0,0.0,0.6320000631926452,0.17923833136652392,0.0,1.3323560247981183,1.0,-0.37531483804240884,13,79,1.0,2021,0.0,0.0,0,2,0.0,0,0.07882226427580816,0.0,"Charli XCX, Jax Jones, Joel Corry, Saweetie",5,84,-0.6062332936534088,-0.16779402865219067,5,0.0,-1.4248081030900226,-0.4285213251221422,0.0,0.0,0.0,1,0,0.0
0.0,Baile no Morro,0.0,0.0,0.0,1.0,78,-1.011909005800053,https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a,0.0,6,0,0,1,-0.6854802564239608,0.0,0.0,0.0,0.0,-0.5771084827878987,-0.5646873943308792,0.0,-0.8182958047765377,1.0,-0.1825837290976911,10,71,0.0,2022,0.0,0.0,0,46,0.0,0,0.29013301531308083,0.0,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",45,40,-0.5084589091632272,-0.31492193249088124,7,0.0,1.4358412717177995,-0.4285213251221422,1.0,0.0,0.0,1,0,0.0
0.0,Novidade na ï¿½ï¿,1.0,0.0,0.0,0.0,36,-0.8939960168596425,Not Found,0.0,6,0,0,1,-0.8441519330175197,0.0,0.0,1.0,0.0,-0.6692310386721306,-0.6148019718234682,0.0,-1.3996800037336155,0.0,0.09654408385672768,23,63,0.0,2023,0.0,0.0,0,76,0.0,0,0.29013301531308083,0.0,"Mc Livinho, DJ Matt D",9,34,-0.16624856344759137,-0.3140907013957474,35,0.0,2.167635297831429,-0.11598301733844807,0.0,1.0,0.0,1,0,0.0
0.0,Zona De Perigo,0.0,0.0,0.0,0.0,97,-0.9922568409766512,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3,0.0,12,0,0,1,-0.6766621525633295,0.0,0.0,1.0,0.0,-0.5425625243313118,-0.5831506597228857,0.0,1.1408066686104852,0.0,-0.3819607383508474,8,81,0.0,2022,1.0,0.0,0,75,0.0,1,0.46622530784414135,0.0,Leo Santana,3,77,-0.4106845246730455,-0.27585407101959053,35,0.0,1.9347917440680011,-0.11598301733844807,0.0,1.0,0.0,0,0,0.0
0.0,The Scientist,0.0,0.0,0.0,0.0,21,-0.5206048852150091,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,0.0,8,1,0,0,1.9332344689611165,0.0,0.0,1.0,0.0,0.6550307021637032,3.068859256549249,0.0,-1.2516971550575131,0.0,-0.3819607383508474,5,56,0.0,2002,1.0,0.0,0,73,0.0,0,0.8536283514124746,0.0,Coldplay,2,44,-0.31291014018286384,6.171174302838511,11,0.0,1.0366808938376386,-0.2722521712302951,0.0,1.0,0.0,1,0,0.0
0.0,positions,0.0,0.0,0.0,0.0,66,0.06896005948704363,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,0.0,10,0,1,0,1.3035449430999744,0.0,0.0,1.0,0.0,1.2423119959256816,0.3371352178682935,0.0,0.9463322473818301,0.0,-0.3686689377339703,23,73,0.0,2020,1.0,0.0,0,44,1.0,1,0.7831914344000503,0.0,Ariana Grande,12,80,-0.6062332936534088,-0.25590452473637826,9,0.0,0.33815023254735643,-0.4285213251221422,0.0,0.0,0.0,0,0,0.0
0.0,vampire,0.0,0.0,0.0,0.0,32,3.056089112644111,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.0,6,0,0,1,-0.6665519365988448,0.0,0.0,1.0,0.0,0.30957111759783346,-0.47932476472627794,0.0,-1.097287644090998,0.0,5.92499865435733,30,51,0.0,2023,1.0,0.0,0,17,0.0,0,0.5718806833627776,0.0,Olivia Rodrigo,6,53,4.918019430041855,-0.2592294491169136,31,0.0,-0.027746780509458197,1.7592468293637167,0.0,1.0,0.0,1,0,0.0
0.0,We Don't Talk About Bruno,0.0,0.0,0.0,0.0,83,0.7371336634827034,Not Found,0.0,11,0,1,0,-0.14821681870031786,1.0,0.0,0.0,0.0,0.3210864370833625,-0.3129155935307912,0.0,-1.0393628754789805,1.0,0.0,19,58,0.0,2021,0.0,0.0,0,36,1.0,1,2.9667358617852013,0.0,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",8,45,-0.6062332936534088,-0.29829731058820436,11,0.0,0.005516584313888459,-0.4285213251221422,0.0,0.0,0.0,0,0,0.0
0.0,Bad Habits,0.0,0.0,0.0,0.0,59,0.8943509820699175,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,0.0,9,0,1,0,1.8399973147997333,0.0,0.0,0.0,0.0,3.188400988980081,0.8824010036010557,1.0,1.6675006321003258,1.0,0.0,3,81,0.0,2020,1.0,0.0,0,5,0.0,1,0.14925918128823237,0.0,Ed Sheeran,3,90,-0.21513575569268217,0.4506419061273901,36,0.0,-0.360380428742926,1.9155159832555637,0.0,0.0,0.0,0,0,0.0
0.0,Grapejuice,0.0,0.0,0.0,0.0,88,-0.9922568409766512,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,0.0,5,0,0,1,-0.5610420442534843,0.0,0.0,1.0,0.0,-0.6922616776431887,-0.408708769168539,0.0,0.3389319311593388,0.0,-0.3819607383508474,20,65,0.0,2022,1.0,0.0,14,36,0.0,0,2.1567113161423226,0.0,Harry Styles,3,72,-0.6062332936534088,-0.32240301234708585,20,0.0,0.1385700436072758,-0.4285213251221422,0.0,1.0,0.0,1,0,0.0
0.0,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),1.0,1.0,0.0,0.0,5,-0.20617024804058098,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,0.0,6,0,0,1,-0.7903240227166202,0.0,0.0,1.0,0.0,-0.5655931633023698,-0.607009035132037,0.0,-0.9575034583295808,0.0,-0.25568863249051504,2,78,0.0,2023,0.0,0.0,0,21,0.0,0,-0.06205156974904029,0.0,"Metro Boomin, Coi Leray",5,30,-0.3617973324279547,-0.3307153232984243,13,0.0,-0.5266972528596598,-0.4285213251221422,0.0,0.0,0.0,1,0,0.0
0.0,Another Love,0.0,0.0,0.0,0.0,13,1.3856551026549613,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f,0.0,10,1,0,0,2.2971459648079753,0.0,0.0,0.0,0.0,2.105960957340356,1.5557107337407199,0.0,-1.3268628458118872,1.0,0.0,15,45,0.0,2012,1.0,0.0,0,70,0.0,1,0.04360380576959604,0.0,Tom Odell,4,54,3.4514036626891302,2.4863268581101763,9,1.0,0.9368907993675983,2.540592598822952,0.0,0.0,0.0,0,0,0.0
0.0,For Youth,0.0,0.0,0.0,0.0,29,-0.22582241286398272,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,0.0,6,0,0,1,-0.7116318021101065,0.0,0.0,1.0,0.0,-0.7152923166142466,-0.6076084918006086,0.0,-0.7127263991952203,0.0,-0.3819607383508474,10,63,0.0,2022,1.0,0.0,0,43,0.0,0,-0.16770694526767663,0.0,BTS,4,51,-0.6062332936534088,-0.32489670563248735,25,0.0,0.5709937863107837,-0.4285213251221422,0.0,0.0,0.0,1,0,1.0
0.0,I Like You (A Happier Song) (with Doja Cat),1.0,0.0,0.0,0.0,43,-0.5992135445086161,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,0.0,6,0,0,1,0.16445558976448393,0.0,0.0,1.0,0.0,0.30957111759783346,-0.013666824579829293,0.0,0.4681689211734256,0.0,-0.12941652663018277,3,74,0.0,2022,0.0,0.0,0,12,0.0,0,-0.7312022813670703,0.0,"Post Malone, Doja Cat",7,69,0.0781873977778628,-0.2683729911633859,12,0.0,-0.7928041714464339,1.9155159832555637,0.0,1.0,0.0,1,0,0.0
0.0,Ya No Somos Ni Seremos,0.0,0.0,0.0,0.0,73,0.6388728393656946,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c,1.0,2,0,0,1,-0.3482489349257838,0.0,0.0,1.0,0.0,-0.46195528793260887,-0.542987062928586,0.0,-1.0943625790499778,0.0,-0.3088558349580234,18,59,0.0,2022,1.0,0.0,0,44,0.0,0,0.6423176003752019,0.0,Christian Nodal,3,45,0.17596178226804446,-0.30827208372981046,34,0.0,0.8703640697209046,0.6653627521207872,0.0,0.0,0.0,0,1,0.0
0.0,Snooze,0.0,0.0,0.0,0.0,39,2.0538287066506213,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,0.0,12,0,0,1,-0.2067113087551278,0.0,0.0,1.0,0.0,-0.10498038388121016,-0.30644146151021745,0.0,-0.7992828820099102,0.0,1.1864717344406486,9,56,0.0,2022,1.0,0.0,0,14,0.0,1,0.7479729758938383,0.0,SZA,13,55,0.6159465124738619,-0.299959772778472,11,0.0,-0.5599606176830066,-0.2722521712302951,0.0,1.0,0.0,0,0,0.0
0.0,LA FAMA (with The Weeknd),1.0,0.0,0.0,0.0,82,0.8157423227763104,Not Found,0.0,11,0,1,0,-0.25094502735443924,0.0,0.0,0.0,0.0,0.1598719642859566,-0.09051716949071333,0.0,-0.975630380784073,1.0,-0.3553771371170932,11,77,0.0,2021,0.0,0.0,0,95,1.0,1,0.5014437663503535,0.0,"The Weeknd, ROSALï¿½",5,30,-0.45957171691813636,0.0865626864587659,13,0.0,1.9347917440680011,0.5090935982289402,0.0,0.0,0.0,0,0,0.0
1.0,The Rumbling (TV Size),0.0,0.0,0.0,0.0,65,-0.933300346506446,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,0.0,1,0,0,1,-0.7887161702247235,0.0,0.0,1.0,0.0,-0.7728689140418916,-0.6163605591617545,0.0,-0.04886384688122028,0.0,-0.3819607383508474,10,41,0.0,2022,1.0,0.0,0,0,0.0,0,0.8184098929062624,0.0,SiM,5,88,-0.6062332936534088,-0.3157531635860151,26,0.0,-0.7928041714464339,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,MIENTRAS ME CURO DEL CORA,0.0,0.0,0.0,0.0,57,-0.5009527203916073,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,0.0,2,0,0,1,-0.5489799543095036,0.0,0.0,1.0,0.0,-0.6001391217589567,-0.5245237975365795,0.0,-1.34822430141116,0.0,-0.3819607383508474,24,52,0.0,2023,1.0,0.0,0,86,1.0,0,-1.4707899099975246,0.0,Karol G,39,48,1.1048184349247703,-0.3099345459200782,15,0.0,2.832902594298364,0.5090935982289402,0.0,0.0,0.0,0,1,0.0
0.0,Pope Is a Rockstar,0.0,0.0,0.0,0.0,31,-0.9726046761532495,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,0.0,4,0,1,0,-0.6370607013476263,0.0,0.0,0.0,0.0,-0.7268076360997756,-0.4111065958428255,0.0,-0.5861050061183914,1.0,-0.3819607383508474,20,73,0.0,2016,1.0,0.0,24,85,0.0,0,-1.1186053249354035,0.0,SALES,3,45,-0.6062332936534088,-0.29330992401740125,11,1.0,1.4691046365411466,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,XQ Te Pones Asï¿,1.0,0.0,0.0,0.0,48,-0.9922568409766512,Not Found,0.0,9,0,0,1,-0.831075001200077,0.0,1.0,1.0,0.0,-0.7037769971287177,-0.6098864271411808,0.0,0.787225670750024,0.0,-0.3819607383508474,13,81,0.0,2022,0.0,0.0,0,13,0.0,1,-1.0481684079229794,0.0,"Yandel, Feid",7,70,-0.6062332936534088,-0.32988409220329046,15,0.0,-0.6597507121530469,-0.4285213251221422,0.0,0.0,0.0,0,0,0.0
0.0,Flowers,0.0,0.0,0.0,0.0,31,-0.8350395223894372,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,0.0,8,0,1,0,-0.5871813078216335,0.0,0.0,1.0,0.0,-0.289225495649674,-0.5507799996200172,0.0,-0.682013216264514,0.0,-0.37531483804240884,9,70,0.0,2021,1.0,0.0,0,84,0.0,0,0.5718806833627776,0.0,Lauren Spencer Smith,39,44,-0.6062332936534088,-0.31492193249088124,9,0.0,2.56679567571159,-0.2722521712302951,1.0,0.0,0.0,1,0,0.0
0.0,CAIRO,1.0,0.0,0.0,0.0,43,0.285133872544463,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,0.0,11,0,0,1,-0.3932355530247656,0.0,0.0,0.0,0.0,-0.1740723007943841,-0.3569157130039494,0.0,1.3607206748961787,1.0,-0.2756263334158307,13,95,0.0,2022,0.0,0.0,0,47,0.0,1,-0.23814386228010084,0.0,"Karol G, Ovy On The Drums",31,69,0.6648337047189528,-0.289153768541732,9,0.0,1.0699442586609853,-0.2722521712302951,0.0,1.0,0.0,0,0,0.0
1.0,Run BTS,0.0,0.0,0.0,0.0,70,1.582176750888979,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,0.0,6,0,0,1,-0.3285507851900743,0.0,0.0,1.0,0.0,-0.7152923166142466,-0.5585729363114486,0.0,0.8898700112903223,0.0,-0.36202303742553177,10,72,0.0,2022,1.0,0.0,0,2,0.0,0,-1.576445285516161,0.0,BTS,17,82,-0.6062332936534088,-0.3207405501568181,4,0.0,-1.0589110900332082,-0.4285213251221422,0.0,0.0,0.0,1,0,0.0
0.0,SABOR FRESA,0.0,0.0,0.0,0.0,96,1.9162635528868088,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9,1.0,6,0,0,1,-0.7758148340916635,0.0,0.0,0.0,0.0,-0.5886238022734277,-0.6168401244966119,0.0,1.4241861054864742,1.0,0.7345505134668278,22,79,0.0,2023,1.0,0.0,0,9,0.0,0,0.29013301531308083,0.0,Fuerza Regida,9,86,0.6648337047189528,-0.32655916782275507,9,0.0,-0.9258576307398211,0.35282444433709315,0.0,0.0,0.0,1,0,0.0
0.0,STAY (with Justin Bieber),1.0,0.0,0.0,0.0,48,0.933655311716721,Not Found,0.0,7,0,1,0,3.8052651369855934,0.0,0.0,1.0,1.0,4.892668272838371,1.397334281904093,0.0,0.2368641228274156,0.0,-0.3819607383508474,9,59,0.0,2021,0.0,0.0,0,4,0.0,0,1.698871355561565,0.0,"Justin Bieber, The Kid Laroi",5,76,1.1537056271698611,0.3284509351427148,10,0.0,-1.1919645493265953,4.415822445525117,0.0,0.0,0.0,1,0,0.0
0.0,un x100to,1.0,0.0,0.0,0.0,56,3.0167847829973073,Not Found,0.0,4,0,0,1,-0.01903594174652609,0.0,0.0,0.0,0.0,-0.300740815135203,-0.30200548216278733,0.0,-0.13954086315282782,1.0,1.2861602390672269,17,57,0.0,2023,0.0,0.0,0,23,0.0,0,-1.3651345344788883,1.0,"Bad Bunny, Grupo Frontera",5,72,1.3492543961502246,-0.28998499963686586,27,0.0,0.005516584313888459,1.4467085215800226,0.0,0.0,0.0,0,1,0.0
0.0,Plan A,0.0,0.0,0.0,0.0,56,-1.011909005800053,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5,0.0,3,0,0,1,-0.4883104916932702,0.0,0.0,1.0,0.0,-0.4043786905049639,-0.5143330341708616,0.0,0.49187890960534425,0.0,-0.3819607383508474,23,58,0.0,2022,1.0,0.0,0,5,1.0,0,1.8397451895864136,0.0,Paulo Londra,4,83,-0.6062332936534088,-0.31907808796655046,7,0.0,-1.2917546437966356,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,good 4 u,0.0,0.0,0.0,0.0,68,0.06896005948704363,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,0.0,5,0,1,0,2.4270607532061783,0.0,0.0,0.0,0.0,2.209598832710117,1.2190558686708879,0.0,-0.30884276342905287,1.0,0.0,14,56,0.0,2021,1.0,0.0,0,28,0.0,0,1.5579975215367168,1.0,Olivia Rodrigo,18,66,-0.31291014018286384,0.04832605608260904,11,0.0,0.07204331396058213,-0.2722521712302951,0.0,0.0,0.0,1,0,0.0
0.0,La Santa,1.0,0.0,0.0,0.0,59,-0.18651808321717922,Not Found,0.0,2,0,1,0,0.4299224763310816,0.0,0.0,1.0,1.0,-0.1740723007943841,-0.060544336062131415,0.0,1.2039626310970184,0.0,-0.3819607383508474,29,74,0.0,2020,0.0,0.0,0,3,0.0,0,-1.0129499494167673,0.0,"Daddy Yankee, Bad Bunny",5,87,0.37151055124840776,-0.25174836926070904,8,0.0,-1.2917546437966356,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,VAGABUNDO,0.0,0.0,0.0,1.0,89,0.1279165539572489,Not Found,0.0,5,0,0,1,-0.7536108702095045,0.0,0.0,0.0,0.0,-0.312256134620732,-0.5156518388417193,1.0,1.5028533934902408,1.0,0.9671570242621768,12,82,0.0,2023,0.0,0.0,0,4,0.0,0,0.18447763979444448,0.0,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",6,85,1.0559312426796794,-0.2958036173028028,23,0.0,-0.7262774417997404,0.8216319060126342,0.0,0.0,0.0,1,0,0.0
0.0,Peaches (from The Super Mario Bros. Movie),0.0,0.0,0.0,0.0,41,-1.011909005800053,Not Found,0.0,4,0,0,1,-0.7936707635207159,0.0,1.0,0.0,0.0,-0.7728689140418916,-0.6427366525789066,0.0,-1.2476190255997455,1.0,-0.3819607383508474,7,71,0.0,2023,1.0,0.0,0,79,0.0,0,-1.0481684079229794,0.0,Jack Black,5,31,-0.6062332936534088,-0.3348714787740935,10,0.0,1.3027878124244126,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,Dance The Night (From Barbie The Album),0.0,0.0,0.0,0.0,78,-1.011909005800053,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192,0.0,5,0,0,1,-0.6888549241719608,0.0,0.0,0.0,0.0,-0.7728689140418916,-0.28857765278678266,1.0,0.8550786989018493,1.0,-0.3819607383508474,25,67,0.0,2023,1.0,0.0,0,2,0.0,0,-0.4142361548111614,0.0,Dua Lipa,5,85,4.331373123100765,-0.2160054321699537,33,0.0,-0.49343388803631294,5.509706522768047,0.0,0.0,0.0,1,0,0.0
0.0,Blinding Lights,0.0,0.0,0.0,0.0,38,2.898871794056897,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,0.0,11,0,1,0,5.644308936606501,0.0,0.0,1.0,1.0,6.9654257802335895,4.616296700800077,0.0,0.030689441434682763,0.0,0.0,29,50,0.0,2019,1.0,0.0,0,0,0.0,1,1.7340898140677774,0.0,The Weeknd,7,80,2.7669829712578586,2.50877009767879,9,0.0,-1.2917546437966356,2.696861752714799,0.0,0.0,0.0,0,0,0.0
0.0,GATï¿½ï¿½,1.0,0.0,0.0,0.0,34,-0.029300764629965156,Not Found,0.0,8,0,0,1,-0.3436820358215639,0.0,0.0,0.0,0.0,-0.32377145410626096,-0.24781459932391123,1.0,0.7056333177052381,1.0,-0.37531483804240884,25,63,0.0,2022,0.0,0.0,0,26,0.0,0,-1.0129499494167673,0.0,"Maldy, Karol G",39,86,0.029300205532771968,-0.28749130635146436,21,0.0,1.0366808938376386,0.040286136553399,0.0,0.0,0.0,1,0,0.0
0.0,Marisola - Remix,0.0,0.0,0.0,0.0,72,-0.854691687212839,Not Found,0.0,12,0,0,1,-0.5185527830639927,0.0,0.0,1.0,1.0,-0.5425625243313118,-0.4256134472222592,0.0,1.3314700244859827,0.0,-0.3819607383508474,15,77,0.0,2022,0.0,0.0,0,17,0.0,1,-0.942513032404343,0.0,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,87,0.17596178226804446,-0.3099345459200782,7,0.0,-0.8593309010931276,-0.11598301733844807,0.0,0.0,1.0,0,0,0.0
0.0,family ties (with Kendrick Lamar),1.0,0.0,0.0,0.0,14,-0.7171265334490267,Not Found,0.0,8,0,1,0,0.07756233547996304,0.0,0.0,1.0,1.0,0.5398775073084133,0.10946157514478523,0.0,0.059630623741117314,0.0,-0.3686689377339703,27,71,0.0,2021,0.0,0.0,0,1,0.0,0,0.43100684933792927,0.0,"Kendrick Lamar, Baby Keem",33,61,-0.3617973324279547,-0.28250391978066125,23,0.0,0.07204331396058213,-0.4285213251221422,0.0,0.0,0.0,1,0,0.0
0.0,Watch This - ARIZONATEARS Pluggnb Remix,0.0,0.0,0.0,1.0,36,-1.011909005800053,Not Found,0.0,2,0,0,1,-0.5478579431650986,0.0,0.0,0.0,0.0,-0.7728689140418916,-0.450430953301125,1.0,1.175021448790584,1.0,-0.3819607383508474,5,69,0.0,2023,0.0,0.0,10,1,0.0,0,0.29013301531308083,0.0,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",4,90,-0.11736137120250052,-0.31741562577628274,15,0.0,-1.1587011845032484,-0.4285213251221422,0.0,0.0,0.0,0,1,0.0
0.0,Es un Secreto,0.0,0.0,0.0,0.0,52,-0.9529525113298477,https://i.scdn.co/image/ab67616d0000b273913ef74e0272d688c512200b,0.0,7,1,0,0,0.04291092488935117,0.0,0.0,0.0,0.0,-0.7268076360997756,-0.5878264217377445,0.0,1.2068876961380377,1.0,-0.3819607383508474,20,84,0.0,2010,1.0,0.0,0,12,0.0,0,-0.942513032404343,1.0,Plan B,4,77,1.1537056271698611,-0.31907808796655046,7,0.0,-1.0589110900332082,-0.4285213251221422,0.0,0.0,0.0,1,0,0.0
0.0,Running Up That Hill (A Deal With God),0.0,0.0,0.0,0.0,20,-0.9922568409766512,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,0.0,9,1,0,0,0.9003289130525746,0.0,1.0,0.0,0.0,0.5744234657650003,1.968136921718007,0.0,-0.5597794207492148,1.0,-0.3819607383508474,16,63,0.0,1985,1.0,0.0,0,72,0.0,1,-0.4846730718235856,0.0,Kate Bush,6,55,-0.6062332936534088,0.2270407415363857,6,0.0,0.970154164190945,0.040286136553399,0.0,0.0,0.0,0,0,0.0
1.0,Get Into It (Yuh),0.0,0.0,0.0,0.0,79,-0.6385178741554196,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,0.0,6,0,1,0,0.000643051709990033,0.0,0.0,0.0,0.0,-0.277710176164145,-0.0474761806872697,0.0,1.0363903274459143,1.0,-0.3819607383508474,25,91,0.0,2021,1.0,0.0,0,32,0.0,0,-1.0481684079229794,0.0,Doja Cat,16,66,-0.6062332936534088,-0.2741916088293228,9,0.0,0.07204331396058213,1.4467085215800226,0.0,0.0,0.0,1,0,0.0
0.0,La Bebe,0.0,0.0,0.0,0.0,75,-0.7957351927426337,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,0.0,12,0,1,0,-0.5745748399132915,0.0,0.0,0.0,0.0,-0.7268076360997756,-0.5881860957388875,0.0,-0.21993774778171707,1.0,-0.3686689377339703,24,78,0.0,2021,1.0,0.0,0,62,0.0,1,1.698871355561565,0.0,Yng Lvcas,35,46,0.2248489745131353,-0.3307153232984243,12,0.0,1.8017382847746146,-0.2722521712302951,0.0,0.0,0.0,0,0,1.0
0.0,Efecto,0.0,0.0,0.0,0.0,23,0.2654817077210612,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1.0,5,0,0,1,0.9403869736082892,0.0,0.0,0.0,0.0,-0.38134805153390594,-0.16676805773302572,0.0,-0.15913031812782963,1.0,-0.3686689377339703,6,80,0.0,2022,1.0,0.0,0,14,0.0,0,-0.8368576568857067,0.0,Bad Bunny,5,48,1.0070440504345888,-0.2991285416833382,6,0.0,-0.9923843603865146,0.5090935982289402,0.0,0.0,0.0,1,0,0.0
0.0,X SI VOLVEMOS,1.0,0.0,0.0,0.0,58,0.5602641800720876,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,0.0,2,0,0,1,-0.44233498955930817,0.0,0.0,0.0,1.0,-0.254679537193087,-0.3918040911148188,0.0,1.162168124209758,1.0,-0.3553771371170932,2,79,0.0,2023,0.0,0.0,0,34,0.0,0,1.9806190236112622,0.0,"Karol G, Romeo Santos",25,78,1.0070440504345888,-0.29081623073199975,11,0.0,0.5044670566640901,0.8216319060126342,0.0,0.0,0.0,0,1,0.0
